순번,질문제목,제목글자수,제목잘림,작성일,답변수,분류,태그,질문 본문,답변 발췌,답변자,링크,제목 신규어(자동완성에 없음)
602,실업급여4차 구직활동,11,N,2026.08.07.,2,"직업, 취업",,,"다음주 8/10 월요일이 4차 실업인정일 의무출석일입니다. 아직 구직활동을 안해서 그러는데 2건을 해야하거든요 구직활동1건은 좀전에 했고, 고용24 들어가보니...",,https://kin.naver.com/qna/detail.naver?dirId=406&docId=494638564&answerNo=0&qb=7Iuk7JeF6riJ7Jes,실업급여4차
603,실업급여질문,6,N,2026.08.07.,2,고용보험,,,계약만료 퇴사 합쳐서 실업급여되나요. 마지막 직장 퇴사일 기준으로 18개월 이전까지의 기간 내에 한하여 고용보험 가입 모든 사업장에서의 근무기간 중 피보험...,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494643934&answerNo=1&qb=7Iuk7JeF6riJ7Jes,실업급여질문
604,실업급여 질문,7,N,2026.08.09.,2,"직업, 취업",,,제가 실업급여 때문에 이력서를 넣었는데 해당회사에서 채용취소됬더라고요...이런경우에는 실업급여 인정을 받을수 없는건가요?? ㅠㅠ 이력서를 실제로 제출했고 회사 측...,배워서남주자(wkdn****),https://kin.naver.com/qna/detail.naver?dirId=406&docId=494657032&answerNo=2&qb=7Iuk7JeF6riJ7Jes,
605,실업급여 관련,7,N,2026.08.11.,2,고용보험,,,한달간 계약직으로 주 3회 4시간 일을 할려고하는데 실업급여 기준을 충족하나요?? 7개월간 정규직이 주5일 근무였고 한달간 계약직이 4대보험 모두 가입으로 최소 만1개월...,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494693294&answerNo=2&qb=7Iuk7JeF6riJ7Jes,
606,실업급여 질문,7,N,2026.08.11.,2,고용보험,,,"안녕하세요 회사와 , 배달대행으로 투잡을 하고 있다가 현재 회사는 권고사직 처리되고 배달대행은 계속 근무중인데 실업급여가 나올까요? 아뇨 배달대행일하면서 실업급여...",,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494695668&answerNo=1&qb=7Iuk7JeF6riJ7Jes,
607,가족 실업급여,7,N,2026.08.11.,2,고용보험,,,가게사정도좋지않고 어머니도 혼자하시는게 좋을거같다고해서 실업급여 신청할려는데 세무사분께 물어보니 가족회사는 실업급여해당사항이안된다고하셔서 안되는건가요?...,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494697277&answerNo=1&qb=7Iuk7JeF6riJ7Jes,가족
608,실업급여 문의,7,N,2026.08.12.,2,고용보험,,,"이직증명서와 제가 장애인 복지카드 소지자인데 실업급여 받는데 좀 도움될까요?? 이직증명서는 실업급여 신청 시 필수 서류로, 퇴사 사실과 근무 기간 등을 확인하는 데 꼭...",,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494711422&answerNo=1&qb=7Iuk7JeF6riJ7Jes,
609,실업급여 구직활동 제출,12,N,2026.08.13.,2,"직업, 취업",,,안전하게 온라인 특강으로 돌리는 게 정답입니다. 제 [닉네임] 클릭하시면 프로필에 부결 없는 실업급여 대체 활동이랑 필수 서류 정리해 둔 블로그 주소 있으니 참고해 보세요!,히든노트(zx****),https://kin.naver.com/qna/detail.naver?dirId=406&docId=494716729&answerNo=1&qb=7Iuk7JeF6riJ7Jes,제출
610,실업급여때 해외여행가능하나요?,16,N,2026.08.14.,2,외국인 한국생활,,,혹시 실업급여기간때 해외여행가는건 불법이여서 안되나요? 내년에 아버지 만날려고하는데 혹시 실업급여기간때 해외여행가는지 궁금합니다. 실업급여 해외여행 안내...,피캇(ckdw****),https://kin.naver.com/qna/detail.naver?dirId=816&docId=494733120&answerNo=1&qb=7Iuk7JeF6riJ7Jes,"실업급여때, 해외여행가능하나요"
611,실업급여 4차 받아야 했는데 2건인데,20,N,2026.08.14.,2,사람과 그룹,,,"실업급여 4차 받아야 했는데 2건인데 직업선호도 조사와 온라인 특강 받았는데 이대로 신분증 가지고 센터 가면 될까요 ? 네, 준비하신 대로 신분증 지참해서 지정된 날짜와...",,https://kin.naver.com/qna/detail.naver?dirId=61303&docId=494734804&answerNo=1&qb=7Iuk7JeF6riJ7Jes,"4차, 받아야, 했는데, 2건인데"
612,실업급여 취업신고,9,N,2026.08.17.,2,"인사, 조직 관리",,,19일에 두 가지를 따로 신고해야하는건가요? 19일에는 이미 출근한 거니까 할 필요 없고. 출근한 날부터 두달이내로 취업했다고 신고하면 날짜계산해서 실업급여 입금해줘요.,,https://kin.naver.com/qna/detail.naver?dirId=40403&docId=494766722&answerNo=1&qb=7Iuk7JeF6riJ7Jes,
613,실업급여 대외활동 활동지원금,15,N,2026.08.17.,2,고용보험,"실업급여, 부정수급, 대외활동",,"실업급여를 수급하고 있는데, 시에서 주관하는 대외활동을 7-8월까지 참여하고 있습니다. 대외활동이 어느덧 마무리하게 되어, 80%이상 프로젝트를 참여하게되어 소정의...",,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494777262&answerNo=1&qb=7Iuk7JeF6riJ7Jes,"대외활동, 활동지원금"
614,실업급여 관련 질문,10,N,2026.08.17.,2,고용보험,,,안녕하세요 제가 이번에 실업급여를 받을 수 있을까 싶어서 질문 남깁니다. 저는 현재 롯데 계열사에서 알바로 일하고 있습니다. 1년 6개월 중에 상용직으로 일수가 178일...,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494777880&answerNo=1&qb=7Iuk7JeF6riJ7Jes,
615,실업급여 질문드려요,10,N,2026.08.18.,2,고용보험,,,"제 월급이 세후 130 만원 입니다 (오전알바) 작년6월부터 지금까지 계속 재직중이고, 이 월급을 받을때 실업급여 얼마나 받을 수 있고 몇개월 탈 수 있는지 궁금합니다...",갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494783324&answerNo=1&qb=7Iuk7JeF6riJ7Jes,질문드려요
616,실업급여자격,6,N,2026.08.19.,2,"노동 정책, 제도",,,직원이실업급여를받을수있나요? 자격상실신고할때 직원실업급여생각을못하고 직원이직으로인한퇴사로 신고했는데 실업급여를받을수있는지 고수님들께 문의합니다...,청소년근로권익센터(yout****),https://kin.naver.com/qna/detail.naver?dirId=60805&docId=494789205&answerNo=1&qb=7Iuk7JeF6riJ7Jes,실업급여자격
617,실업급여 8차 구직활동,12,N,2026.08.19.,2,고용보험,,,"자격증 따려고 국비지원 신청했는데, 2026년자 실업급여 8차 구직활동시 내일배움카드로 직업훈련 30시간 이상 채우면 5회 전부 인정이 되나요? 아니면 추가 구직활동을 더...",,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494795654&answerNo=1&qb=7Iuk7JeF6riJ7Jes,8차
618,실업급여 질문,7,N,2026.08.20.,2,"고용, 고용복지",,,금액은 실업급여 신청할때 정정하면 되는것으로 알고있는데 퇴사 사유를 뭘로 해야하나요?? 폐업으로 인한 사실로 실직한 것이니 폐업으로 퇴사 사유를 작성하시면...,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=60804&docId=494809061&answerNo=1&qb=7Iuk7JeF6riJ7Jes,
619,실업급여 월 예상금액,11,N,2026.08.20.,2,고용보험,,,"실업급여 1일 액수가 57,792원으로 책정되었고 수급일수가 총 270일인 경우 실업급여는 월에 얼마정도 받나요?가 질문의 요지입니다. ◆ 질문에 대한 답변 1. 거주지 관할...",최창국공인노무사(cc37****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494815861&answerNo=2&qb=7Iuk7JeF6riJ7Jes,예상금액
620,실업급여를 받을수 있을까요,14,N,2026.08.21.,2,근로기준,,,수습기간 중 자진 퇴사 시 실업급여 수급이 불가합니다. ※ 만35세 이상 성인 근로자의 경우 상담이 불가하오니 고용노동부(1350)를 통해 문의주시기 바랍니다....,청소년근로권익센터(yout****),https://kin.naver.com/qna/detail.naver?dirId=60802&docId=494820319&answerNo=2&qb=7Iuk7JeF6riJ7Jes,받을수
621,자영업자 실업급여,9,N,2026.08.20.,2,"고용, 노동",,,"개인사업자인데요 자영업자로 쇼핑몰 운영중입니다., 폐업 말고 휴업하고도 증빙서류가 있으면 실업급여를 받을 수 있나요? 안녕하세요, 신은총...",신은총 노무사(cpla****),https://kin.naver.com/qna/detail.naver?dirId=608&docId=494821337&answerNo=2&qb=7Iuk7JeF6riJ7Jes,자영업자
622,실업급여 대상자 문의,11,N,2026.08.21.,2,고용보험,,,계약 만료로 퇴사 시 실업급여 대상자가 될까요? 답변 부탁드립니다. 감사합니다. 원래 정년퇴직시 실업급여 가능한데요. 1년계약으로 재입사하고 계약만료같은...,가물치(h292****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494829857&answerNo=1&qb=7Iuk7JeF6riJ7Jes,대상자
623,실업급여 문의,7,N,2026.08.21.,2,고용보험,,,"제 월급이 세후 130 만원 입니다 (오전알바) 하루 4시간씩 주5일 작년6월부터 지금까지 계속 재직중이고, 이 월급을 받을때 실업급여 얼마나 받을 수 있고 몇개월간 얼마정도씩...",,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494831947&answerNo=1&qb=7Iuk7JeF6riJ7Jes,
624,사업자 폐업 실업급여,11,N,2026.08.21.,2,고용보험,,,제가 올해 1월에 사업자 등록을 하여서 이번에 폐업처리 하려는데 실업급여 조건이 되나요? 내 사업자라면 해당하지 않습니다. 다른 직장을 다니다가 조건이 충족되었는데 내...,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494832805&answerNo=1&qb=7Iuk7JeF6riJ7Jes,사업자
625,원거리발령으로 인한 실업급여 수급,18,N,2026.08.21.,2,고용보험,,,통근 거리 왕복 3시간 이상 건으로 실업급여 신청을 했습니다. 원 근무지는 왕복 1시간 40분 정도 걸리는 곳 이였으나 갑작스럽게 다른 지점으로 발령이 나서 자진 퇴사한...,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494835807&answerNo=1&qb=7Iuk7JeF6riJ7Jes,"원거리발령으로, 인한"
626,체납관리단 실업급여,10,N,2026.08.29.,2,"고용, 고용복지",,,"끝나고 실업급여 신청이 가능한가요? 네, 말씀하신 경우라면 실업급여 신청이 가능할 가능성이 높습니다. 2026년 3월 31일 기존 회사를 자진퇴사했더라도, 이후 10월 1일부터...",,https://kin.naver.com/qna/detail.naver?dirId=60804&docId=494864846&answerNo=2&qb=7Iuk7JeF6riJ7Jes,체납관리단
627,실업급여 5차,7,N,2026.08.24.,2,고용보험,실업급여,,"이번에 5차 실업급여 신청해야하는데 면접을 못 봤어요 교육1개, 심리검사1개 남았는데 따로 면접 없이 교육1개, 이력서 1장만 넣어도 가능한가요? 5차인데 면접을 못 보셔서...",,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494868499&answerNo=2&qb=7Iuk7JeF6riJ7Jes,5차
628,"2026년 실업급여 지급액, 월급 350만원일 경우",28,Y,2026.08.24.,2,"고용, 고용복지","오늘숏텐츠, 실업급여, 2026년지급액, 월급350만원, 지급액계산",,"2026년에 실업급여를 받게 된다면, 만약 제 월급이 세전 350만 원일 경우 대략 얼마 정도 받을 수 있는지 궁금합니다. 블로그에서 월급 338만 원 미만은 하한액...",,https://kin.naver.com/qna/detail.naver?dirId=60804&docId=494871649&answerNo=2&qb=7Iuk7JeF6riJ7Jes,"지급액, 월급, 350만원일"
629,실업급여 180일 계산,12,N,2026.08.24.,2,고용보험,,,2026년 3월 3일에 입사했는데 언제까지 일해야 실업급여 받을 수 있는 기간이 충족되나요?? 2026년 3월 3일 입사하셨다면 단순히 달력상 180일을 세는 방식은 아닙니다....,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494873572&answerNo=1&qb=7Iuk7JeF6riJ7Jes,180일
630,실업급여 8차 준비물,11,N,2026.08.25.,2,고용보험,,,혹시 제가 오늘 8차 마지막날인데 제가 고용24에서 주1회 입사지원 했는데 이 자료를 프린트 해서 센터 가야하나요 아니면 그냥 가도 되는걸까요? 고용 24 통해서...,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494881022&answerNo=2&qb=7Iuk7JeF6riJ7Jes,8차
631,실업급여 신청가능 유무,12,N,2026.08.25.,2,고용보험,,,"폐업을 할 경우 실업급여를 받을수 있나요? 경기가 안좋은 상황이라 바로 취업하기는 어려울듯한데 답변부탁드립니다. 안녕하세요, 청소년청년근로권익센터입니다. 사업장...",청소년근로권익센터(yout****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494885719&answerNo=2&qb=7Iuk7JeF6riJ7Jes,"신청가능, 유무"
632,실업 급여 8회차 질문,12,N,2026.08.25.,2,고용보험,,,제가 수첩의 내용을 제대로 보지 못하고 8회차는 일주일에 1번지원인데 중순쯤에 몰아서 5건을 지원했습니다. 제가 원하는 일자리가 자주 올라오지도 않았습니다. 당장 내일...,갈거미(kp****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494887224&answerNo=2&qb=7Iuk7JeF6riJ7Jes,8회차
633,임금체불 신고 및 자진퇴사 시 실업급여 수급,24,Y,2026.08.26.,2,고용보험,"임금체불, 임금체불신고, 사회보험료, 국민연금미납, 건강보험료미납, 실업급여",,추가로 이와 같은 임금체불을 근거로 자진퇴사한 뒤 실업급여(구직급여)를 받을 수 있는지 궁금합니다. 실제 경험이 있으시거나 관련 법령 및 노동청 기준을 잘 아시는 분들의...,김정식 노무사(ckla****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494896620&answerNo=1&qb=7Iuk7JeF6riJ7Jes,임금체불
634,실업급여 반복수급 관련,12,N,2026.08.26.,2,고용보험,"실업급여, 구직급여, 반복수급, 고용보험",,최근 5년이내 실업급여를 2022.7 ~ 2023.2 2025.7 ~ 2025.12 위와 같이 받았는데 현재 재직 중인 직장을 올해 2026.12까지 근무하게 됩니다 (사유 : 근무지 이전) 1. 반복수급자의기준...,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494897871&answerNo=2&qb=7Iuk7JeF6riJ7Jes,
635,실업급여 180일 충족되는지 확인 여부 부탁드,25,Y,2026.08.26.,2,고용보험,,,전직장 25년 6/16일~7/31 자진퇴사 8/1일 4대보험 상실신고 완료 되었고 현직장 26년 2/2~8/26일 혹은 8/28일날로 해고로 인한 퇴사 180일 충족되는지 확인부탁드리겠습니다!...,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494898605&answerNo=1&qb=7Iuk7JeF6riJ7Jes,"180일, 충족되는지, 부탁드"
636,실업급여 구직활동할때 희망지역,16,N,2026.08.26.,2,고용보험,,,"고용 24 이력서 보니깐 제가 강남이랑 성남 분당 3군데를 적어놨던데 그럼 이 3지역은 가능한건가요? ■ 선택한 3지역에서 구직활동을 할수 있어요 그런데, 꼭 지키지는...",갓나무(chen****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494906188&answerNo=1&qb=7Iuk7JeF6riJ7Jes,"구직활동할때, 희망지역"
637,실업급여 받는 중에,10,N,2026.08.27.,2,고용보험,,,"현재 실업급여를 받고 있는데 실업급여를 받고 있는 중에 근로장려금, 종합소득세를 받아도 상관없을까요? 고용센터에 전화해서 알려야하나요? 그리고 다단계로 생긴 수입이...",김정식 노무사(ckla****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494914769&answerNo=1&qb=7Iuk7JeF6riJ7Jes,중에
638,실업급여 질문,7,N,2026.08.27.,2,고용보험,,,제 명의로 된 집에 있고 거기에 다른 사람이 들어와서 월세를 내고 살고 있습니다 사업자등록증이 따로 있는 게 아니면 실업급여 받는 거에 문제 없는 거 맞나요? 신청할 때는...,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494915011&answerNo=1&qb=7Iuk7JeF6riJ7Jes,
639,실업급여 질문드립니다,11,N,2026.08.27.,2,고용보험,,,이런경우 최종발표이후 권고사직으로 일을 그만두면 실제 발령전까지 발령대기기간동안 실업급여를 받을수 있나요? 권고사직으로 퇴사하고 고용보험 피보험단위기간이 180일...,,https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494915017&answerNo=1&qb=7Iuk7JeF6riJ7Jes,질문드립니다
640,실업급여 관련 질문,10,N,2026.08.27.,2,고용보험,실업급여조건,,이후 한달정도 단기 계약직으로 고용보험이 가능한 알바를 진행한 후 계약 종료 퇴사를 하게되면 실업급여 신청이 가능한가요? 안녕하세요...,청소년근로권익센터(yout****),https://kin.naver.com/qna/detail.naver?dirId=6080402&docId=494915456&answerNo=2&qb=7Iuk7JeF6riJ7Jes,
